2019-04-20 16:01:07 ===== Starting: rave =====
2019-04-20 16:01:10 Run
2019-04-20 16:01:10 id = 5 (local); Seed = 0; Starting new sample
2019-04-21 05:35:23 id = 1 (local); Seed = 2086; Starting new sample
2019-04-21 05:35:24 id = 3 (local); Seed = 2080; Done (0)
2019-04-21 05:35:24 id = 3 (local); Seed = 2087; Starting new sample
2019-04-21 05:35:30 id = 2 (local); Seed = 2081; Done (1)
2019-04-21 05:35:30 id = 2 (local); Seed = 2088; Starting new sample
2019-04-21 05:36:17 id = 4 (local); Seed = 2083; Done (2)
2019-04-21 05:36:17 id = 4 (local); Seed = 2089; Starting new sample
2019-04-21 05:36:48 id = 5 (local); Seed = 2085; Done (1)
2019-04-21 05:36:48 id = 5 (local); Seed = 2090; Starting new sample
2019-04-21 05:36:49 id = 0 (local); Seed = 2084; Done (1)
2019-04-21 05:36:49 id = 0 (local); Seed = 2091; Starting new sample
2019-04-21 05:36:56 id = 3 (local); Seed = 2087; Done (2)
2019-04-21 05:36:56 id = 3 (local); Seed = 2092; Starting new sample
2019-04-21 05:37:02 id = 2 (local); Seed = 2088; Done (0)
2019-04-21 05:37:02 id = 2 (local); Seed = 2093; Starting new sample
2019-04-21 05:37:05 id = 1 (local); Seed = 2086; Done (2)
2019-04-21 05:37:05 id = 1 (local); Seed = 2094; Starting new sample
2019-04-21 05:37:54 id = 4 (local); Seed = 2089; Done (0)
2019-04-21 05:37:54 id = 4 (local); Seed = 2095; Starting new sample
2019-04-21 05:38:18 id = 3 (local); Seed = 2092; Done (0)
2019-04-21 05:38:18 id = 3 (local); Seed = 2096; Starting new sample
2019-04-21 05:38:31 id = 5 (local); Seed = 2090; Done (0)
2019-04-21 05:38:31 id = 5 (local); Seed = 2097; Starting new sample
2019-04-21 05:38:31 id = 0 (local); Seed = 2091; Done (1)
2019-04-21 05:38:31 id = 0 (local); Seed = 2098; Starting new sample
2019-04-21 05:38:38 id = 2 (local); Seed = 2093; Done (1)
2019-04-21 05:38:38 id = 2 (local); Seed = 2099; Starting new sample
2019-04-21 05:38:44 id = 1 (local); Seed = 2094; Done (0)
2019-04-21 05:38:44 id = 1 (local); Seed = 2100; Starting new sample
2019-04-21 05:39:37 id = 4 (local); Seed = 2095; Done (1)
2019-04-21 05:39:37 id = 4 (local); Seed = 2101; Starting new sample
2019-04-21 05:39:43 id = 3 (local); Seed = 2096; Done (0)
2019-04-21 05:39:44 id = 3 (local); Seed = 2102; Starting new sample
2019-04-21 05:39:58 id = 5 (local); Seed = 2097; Done (0)
2019-04-21 05:39:58 id = 5 (local); Seed = 2103; Starting new sample
2019-04-21 05:40:00 id = 0 (local); Seed = 2098; Done (0)
2019-04-21 05:40:00 id = 0 (local); Seed = 2104; Starting new sample
2019-04-21 05:40:10 id = 1 (local); Seed = 2100; Done (0)
2019-04-21 05:40:10 id = 1 (local); Seed = 2105; Starting new sample
2019-04-21 05:40:20 id = 2 (local); Seed = 2099; Done (2)
2019-04-21 05:40:20 id = 2 (local); Seed = 2106; Starting new sample
2019-04-21 05:41:09 id = 4 (local); Seed = 2101; Done (0)
2019-04-21 05:41:09 id = 4 (local); Seed = 2107; Starting new sample
2019-04-21 05:41:26 id = 3 (local); Seed = 2102; Done (2)
2019-04-21 05:41:26 id = 3 (local); Seed = 2108; Starting new sample
2019-04-21 05:41:37 id = 0 (local); Seed = 2104; Done (0)
2019-04-21 05:41:37 id = 0 (local); Seed = 2109; Starting new sample
2019-04-21 05:41:41 id = 5 (local); Seed = 2103; Done (1)
2019-04-21 05:41:41 id = 5 (local); Seed = 2110; Starting new sample
2019-04-21 05:41:49 id = 1 (local); Seed = 2105; Done (0)
2019-04-21 05:41:49 id = 1 (local); Seed = 2111; Starting new sample
2019-04-21 05:41:59 id = 2 (local); Seed = 2106; Done (0)
2019-04-21 05:41:59 id = 2 (local); Seed = 2112; Starting new sample
2019-04-21 05:42:47 id = 4 (local); Seed = 2107; Done (0)
2019-04-21 05:42:47 id = 4 (local); Seed = 2113; Starting new sample
2019-04-21 05:42:53 id = 3 (local); Seed = 2108; Done (0)
2019-04-21 05:42:53 id = 3 (local); Seed = 2114; Starting new sample
2019-04-21 05:43:16 id = 0 (local); Seed = 2109; Done (0)
2019-04-21 05:43:16 id = 0 (local); Seed = 2115; Starting new sample
2019-04-21 05:43:23 id = 5 (local); Seed = 2110; Done (1)
2019-04-21 05:43:23 id = 5 (local); Seed = 2116; Starting new sample
2019-04-21 05:43:31 id = 1 (local); Seed = 2111; Done (2)
2019-04-21 05:43:31 id = 1 (local); Seed = 2117; Starting new sample
2019-04-21 05:43:37 id = 2 (local); Seed = 2112; Done (0)
2019-04-21 05:43:37 id = 2 (local); Seed = 2118; Starting new sample
2019-04-21 05:44:09 id = 4 (local); Seed = 2113; Done (0)
2019-04-21 05:44:09 id = 4 (local); Seed = 2119; Starting new sample
2019-04-21 05:44:36 id = 3 (local); Seed = 2114; Done (0)
2019-04-21 05:44:36 id = 3 (local); Seed = 2120; Starting new sample
2019-04-21 05:44:59 id = 0 (local); Seed = 2115; Done (0)
2019-04-21 05:44:59 id = 0 (local); Seed = 2121; Starting new sample
2019-04-21 05:45:01 id = 5 (local); Seed = 2116; Done (1)
2019-04-21 05:45:01 id = 5 (local); Seed = 2122; Starting new sample
2019-04-21 05:45:10 id = 1 (local); Seed = 2117; Done (1)
2019-04-21 05:45:10 id = 1 (local); Seed = 2123; Starting new sample
2019-04-21 05:45:19 id = 2 (local); Seed = 2118; Done (0)
2019-04-21 05:45:19 id = 2 (local); Seed = 2124; Starting new sample
2019-04-21 05:45:52 id = 4 (local); Seed = 2119; Done (1)
2019-04-21 05:45:52 id = 4 (local); Seed = 2125; Starting new sample
2019-04-21 05:46:11 id = 3 (local); Seed = 2120; Done (0)
2019-04-21 05:46:11 id = 3 (local); Seed = 2126; Starting new sample
2019-04-21 05:46:34 id = 0 (local); Seed = 2121; Done (1)
2019-04-21 05:46:34 id = 0 (local); Seed = 2127; Starting new sample
2019-04-21 05:46:44 id = 5 (local); Seed = 2122; Done (0)
2019-04-21 05:46:44 id = 5 (local); Seed = 2128; Starting new sample
2019-04-21 05:46:52 id = 1 (local); Seed = 2123; Done (0)
2019-04-21 05:46:52 id = 1 (local); Seed = 2129; Starting new sample
2019-04-21 05:46:55 id = 2 (local); Seed = 2124; Done (0)
2019-04-21 05:46:55 id = 2 (local); Seed = 2130; Starting new sample
2019-04-21 05:47:10 id = 4 (local); Seed = 2125; Done (1)
2019-04-21 05:47:10 id = 4 (local); Seed = 2131; Starting new sample
2019-04-21 05:47:54 id = 3 (local); Seed = 2126; Done (1)
2019-04-21 05:47:54 id = 3 (local); Seed = 2132; Starting new sample
2019-04-21 05:48:17 id = 0 (local); Seed = 2127; Done (1)
2019-04-21 05:48:17 id = 0 (local); Seed = 2133; Starting new sample
2019-04-21 05:48:26 id = 5 (local); Seed = 2128; Done (2)
2019-04-21 05:48:26 id = 5 (local); Seed = 2134; Starting new sample
2019-04-21 05:48:33 id = 1 (local); Seed = 2129; Done (1)
2019-04-21 05:48:33 id = 1 (local); Seed = 2135; Starting new sample
2019-04-21 05:48:37 id = 2 (local); Seed = 2130; Done (2)
2019-04-21 05:48:37 id = 2 (local); Seed = 2136; Starting new sample
2019-04-21 05:48:53 id = 4 (local); Seed = 2131; Done (1)
2019-04-21 05:48:53 id = 4 (local); Seed = 2137; Starting new sample
2019-04-21 05:49:31 id = 3 (local); Seed = 2132; Done (0)
2019-04-21 05:49:31 id = 3 (local); Seed = 2138; Starting new sample
2019-04-21 05:49:56 id = 0 (local); Seed = 2133; Done (0)
2019-04-21 05:49:56 id = 0 (local); Seed = 2139; Starting new sample
2019-04-21 05:50:09 id = 5 (local); Seed = 2134; Done (0)
2019-04-21 05:50:09 id = 5 (local); Seed = 2140; Starting new sample
2019-04-21 05:50:15 id = 1 (local); Seed = 2135; Done (1)
2019-04-21 05:50:15 id = 1 (local); Seed = 2141; Starting new sample
2019-04-21 05:50:15 id = 2 (local); Seed = 2136; Done (0)
2019-04-21 05:50:15 id = 2 (local); Seed = 2142; Starting new sample
2019-04-21 05:50:32 id = 4 (local); Seed = 2137; Done (0)
2019-04-21 05:50:32 id = 4 (local); Seed = 2143; Starting new sample
2019-04-21 05:51:13 id = 3 (local); Seed = 2138; Done (2)
2019-04-21 05:51:13 id = 3 (local); Seed = 2144; Starting new sample
2019-04-21 05:51:38 id = 0 (local); Seed = 2139; Done (1)
2019-04-21 05:51:38 id = 0 (local); Seed = 2145; Starting new sample
2019-04-21 05:51:41 id = 5 (local); Seed = 2140; Done (0)
2019-04-21 05:51:41 id = 5 (local); Seed = 2146; Starting new sample
2019-04-21 05:51:54 id = 1 (local); Seed = 2141; Done (0)
2019-04-21 05:51:54 id = 1 (local); Seed = 2147; Starting new sample
2019-04-21 05:51:58 id = 2 (local); Seed = 2142; Done (1)
2019-04-21 05:51:58 id = 2 (local); Seed = 2148; Starting new sample
2019-04-21 05:52:14 id = 4 (local); Seed = 2143; Done (0)
2019-04-21 05:52:14 id = 4 (local); Seed = 2149; Starting new sample
2019-04-21 05:52:37 id = 3 (local); Seed = 2144; Done (0)
2019-04-21 05:52:37 id = 3 (local); Seed = 2150; Starting new sample
2019-04-21 05:53:15 id = 0 (local); Seed = 2145; Done (0)
2019-04-21 05:53:16 id = 0 (local); Seed = 2151; Starting new sample
2019-04-21 05:53:23 id = 2 (local); Seed = 2148; Done (0)
2019-04-21 05:53:23 id = 2 (local); Seed = 2152; Starting new sample
2019-04-21 05:53:23 id = 5 (local); Seed = 2146; Done (0)
2019-04-21 05:53:23 id = 5 (local); Seed = 2153; Starting new sample
2019-04-21 05:53:30 id = 1 (local); Seed = 2147; Done (0)
2019-04-21 05:53:30 id = 1 (local); Seed = 2154; Starting new sample
2019-04-21 05:53:48 id = 4 (local); Seed = 2149; Done (0)
2019-04-21 05:53:48 id = 4 (local); Seed = 2155; Starting new sample
2019-04-21 05:54:19 id = 3 (local); Seed = 2150; Done (0)
2019-04-21 05:54:19 id = 3 (local); Seed = 2156; Starting new sample
2019-04-21 05:54:45 id = 5 (local); Seed = 2153; Done (1)
2019-04-21 05:54:45 id = 5 (local); Seed = 2157; Starting new sample
2019-04-21 05:54:55 id = 2 (local); Seed = 2152; Done (0)
2019-04-21 05:54:56 id = 2 (local); Seed = 2158; Starting new sample
2019-04-21 05:54:58 id = 0 (local); Seed = 2151; Done (2)
2019-04-21 05:54:58 id = 0 (local); Seed = 2159; Starting new sample
2019-04-21 05:55:12 id = 1 (local); Seed = 2154; Done (0)
2019-04-21 05:55:12 id = 1 (local); Seed = 2160; Starting new sample
2019-04-21 05:55:31 id = 4 (local); Seed = 2155; Done (1)
2019-04-21 05:55:31 id = 4 (local); Seed = 2161; Starting new sample
2019-04-21 05:55:53 id = 3 (local); Seed = 2156; Done (0)
2019-04-21 05:55:53 id = 3 (local); Seed = 2162; Starting new sample
2019-04-21 05:56:25 id = 5 (local); Seed = 2157; Done (1)
2019-04-21 05:56:25 id = 5 (local); Seed = 2163; Starting new sample
2019-04-21 05:56:38 id = 2 (local); Seed = 2158; Done (0)
2019-04-21 05:56:38 id = 2 (local); Seed = 2164; Starting new sample
2019-04-21 05:56:40 id = 0 (local); Seed = 2159; Done (1)
2019-04-21 05:56:40 id = 0 (local); Seed = 2165; Starting new sample
2019-04-21 05:56:48 id = 1 (local); Seed = 2160; Done (0)
2019-04-21 05:56:48 id = 1 (local); Seed = 2166; Starting new sample
2019-04-21 05:57:08 id = 4 (local); Seed = 2161; Done (0)
2019-04-21 05:57:08 id = 4 (local); Seed = 2167; Starting new sample
2019-04-21 05:57:36 id = 3 (local); Seed = 2162; Done (2)
2019-04-21 05:57:36 id = 3 (local); Seed = 2168; Starting new sample
2019-04-21 05:58:07 id = 5 (local); Seed = 2163; Done (1)
2019-04-21 05:58:07 id = 5 (local); Seed = 2169; Starting new sample
2019-04-21 05:58:13 id = 0 (local); Seed = 2165; Done (0)
2019-04-21 05:58:13 id = 0 (local); Seed = 2170; Starting new sample
2019-04-21 05:58:17 id = 2 (local); Seed = 2164; Done (1)
2019-04-21 05:58:17 id = 2 (local); Seed = 2171; Starting new sample
2019-04-21 05:58:27 id = 1 (local); Seed = 2166; Done (0)
2019-04-21 05:58:27 id = 1 (local); Seed = 2172; Starting new sample
2019-04-21 05:58:50 id = 4 (local); Seed = 2167; Done (1)
2019-04-21 05:58:50 id = 4 (local); Seed = 2173; Starting new sample
2019-04-21 05:59:11 id = 3 (local); Seed = 2168; Done (0)
2019-04-21 05:59:11 id = 3 (local); Seed = 2174; Starting new sample
2019-04-21 05:59:46 id = 5 (local); Seed = 2169; Done (1)
2019-04-21 05:59:46 id = 5 (local); Seed = 2175; Starting new sample
2019-04-21 05:59:54 id = 1 (local); Seed = 2172; Done (1)
2019-04-21 05:59:54 id = 1 (local); Seed = 2176; Starting new sample
2019-04-21 05:59:56 id = 0 (local); Seed = 2170; Done (1)
2019-04-21 05:59:56 id = 0 (local); Seed = 2177; Starting new sample
2019-04-21 05:59:59 id = 2 (local); Seed = 2171; Done (1)
2019-04-21 05:59:59 id = 2 (local); Seed = 2178; Starting new sample
2019-04-21 06:00:26 id = 4 (local); Seed = 2173; Done (1)
2019-04-21 06:00:26 id = 4 (local); Seed = 2179; Starting new sample
2019-04-21 06:00:54 id = 3 (local); Seed = 2174; Done (0)
2019-04-21 06:00:54 id = 3 (local); Seed = 2180; Starting new sample
2019-04-21 06:01:29 id = 5 (local); Seed = 2175; Done (0)
2019-04-21 06:01:29 id = 5 (local); Seed = 2181; Starting new sample
2019-04-21 06:01:30 id = 0 (local); Seed = 2177; Done (0)
2019-04-21 06:01:30 id = 0 (local); Seed = 2182; Starting new sample
2019-04-21 06:01:31 id = 1 (local); Seed = 2176; Done (0)
2019-04-21 06:01:31 id = 1 (local); Seed = 2183; Starting new sample
2019-04-21 06:01:41 id = 2 (local); Seed = 2178; Done (0)
2019-04-21 06:01:42 id = 2 (local); Seed = 2184; Starting new sample
2019-04-21 06:02:08 id = 4 (local); Seed = 2179; Done (1)
2019-04-21 06:02:08 id = 4 (local); Seed = 2185; Starting new sample
2019-04-21 06:02:28 id = 3 (local); Seed = 2180; Done (0)
2019-04-21 06:02:28 id = 3 (local); Seed = 2186; Starting new sample
2019-04-21 06:03:01 id = 5 (local); Seed = 2181; Done (1)
2019-04-21 06:03:01 id = 5 (local); Seed = 2187; Starting new sample
2019-04-21 06:03:12 id = 0 (local); Seed = 2182; Done (0)
2019-04-21 06:03:12 id = 0 (local); Seed = 2188; Starting new sample
2019-04-21 06:03:12 id = 2 (local); Seed = 2184; Done (0)
2019-04-21 06:03:12 id = 2 (local); Seed = 2189; Starting new sample
2019-04-21 06:03:14 id = 1 (local); Seed = 2183; Done (1)
2019-04-21 06:03:14 id = 1 (local); Seed = 2190; Starting new sample
2019-04-21 06:03:48 id = 4 (local); Seed = 2185; Done (0)
2019-04-21 06:03:48 id = 4 (local); Seed = 2191; Starting new sample
2019-04-21 06:04:10 id = 3 (local); Seed = 2186; Done (0)
2019-04-21 06:04:10 id = 3 (local); Seed = 2192; Starting new sample
2019-04-21 06:04:39 id = 0 (local); Seed = 2188; Done (0)
2019-04-21 06:04:39 id = 0 (local); Seed = 2193; Starting new sample
2019-04-21 06:04:43 id = 5 (local); Seed = 2187; Done (0)
2019-04-21 06:04:43 id = 5 (local); Seed = 2194; Starting new sample
2019-04-21 06:04:51 id = 2 (local); Seed = 2189; Done (0)
2019-04-21 06:04:51 id = 2 (local); Seed = 2195; Starting new sample
2019-04-21 06:04:56 id = 1 (local); Seed = 2190; Done (0)
2019-04-21 06:04:56 id = 1 (local); Seed = 2196; Starting new sample
2019-04-21 06:05:27 id = 4 (local); Seed = 2191; Done (1)
2019-04-21 06:05:27 id = 4 (local); Seed = 2197; Starting new sample
2019-04-21 06:05:48 id = 3 (local); Seed = 2192; Done (0)
2019-04-21 06:05:48 id = 3 (local); Seed = 2198; Starting new sample
2019-04-21 06:06:18 id = 0 (local); Seed = 2193; Done (0)
2019-04-21 06:06:18 id = 0 (local); Seed = 2199; Starting new sample
2019-04-21 06:06:26 id = 5 (local); Seed = 2194; Done (0)
2019-04-21 06:06:26 id = 5 (local); Seed = 2200; Starting new sample
2019-04-21 06:06:32 id = 1 (local); Seed = 2196; Done (0)
2019-04-21 06:06:32 id = 1 (local); Seed = 2201; Starting new sample
2019-04-21 06:06:34 id = 2 (local); Seed = 2195; Done (0)
2019-04-21 06:06:34 id = 2 (local); Seed = 2202; Starting new sample
2019-04-21 06:07:02 id = 4 (local); Seed = 2197; Done (0)
2019-04-21 06:07:02 id = 4 (local); Seed = 2203; Starting new sample
2019-04-21 06:07:31 id = 3 (local); Seed = 2198; Done (0)
2019-04-21 06:07:31 id = 3 (local); Seed = 2204; Starting new sample
2019-04-21 06:08:01 id = 0 (local); Seed = 2199; Done (0)
2019-04-21 06:08:01 id = 0 (local); Seed = 2205; Starting new sample
2019-04-21 06:08:03 id = 5 (local); Seed = 2200; Done (0)
2019-04-21 06:08:03 id = 5 (local); Seed = 2206; Starting new sample
2019-04-21 06:08:09 id = 1 (local); Seed = 2201; Done (0)
2019-04-21 06:08:09 id = 1 (local); Seed = 2207; Starting new sample
2019-04-21 06:08:16 id = 2 (local); Seed = 2202; Done (0)
2019-04-21 06:08:16 id = 2 (local); Seed = 2208; Starting new sample
2019-04-21 06:08:45 id = 4 (local); Seed = 2203; Done (1)
2019-04-21 06:08:45 id = 4 (local); Seed = 2209; Starting new sample
2019-04-21 06:08:46 id = 3 (local); Seed = 2204; Done (0)
2019-04-21 06:08:46 id = 3 (local); Seed = 2210; Starting new sample
2019-04-21 06:09:27 id = 0 (local); Seed = 2205; Done (0)
2019-04-21 06:09:27 id = 0 (local); Seed = 2211; Starting new sample
2019-04-21 06:09:46 id = 5 (local); Seed = 2206; Done (0)
2019-04-21 06:09:46 id = 5 (local); Seed = 2212; Starting new sample
2019-04-21 06:09:52 id = 1 (local); Seed = 2207; Done (1)
2019-04-21 06:09:52 id = 1 (local); Seed = 2213; Starting new sample
2019-04-21 06:09:52 id = 2 (local); Seed = 2208; Done (0)
2019-04-21 06:09:52 id = 2 (local); Seed = 2214; Starting new sample
2019-04-21 06:10:30 id = 4 (local); Seed = 2209; Done (0)
2019-04-21 06:10:30 id = 4 (local); Seed = 2215; Starting new sample
2019-04-21 06:10:33 id = 3 (local); Seed = 2210; Done (1)
2019-04-21 06:10:33 id = 3 (local); Seed = 2216; Starting new sample
2019-04-21 06:11:06 id = 5 (local); Seed = 2212; Done (1)
2019-04-21 06:11:06 id = 5 (local); Seed = 2217; Starting new sample
2019-04-21 06:11:09 id = 0 (local); Seed = 2211; Done (0)
2019-04-21 06:11:09 id = 0 (local); Seed = 2218; Starting new sample
2019-04-21 06:11:29 id = 1 (local); Seed = 2213; Done (0)
2019-04-21 06:11:29 id = 1 (local); Seed = 2219; Starting new sample
2019-04-21 06:11:34 id = 2 (local); Seed = 2214; Done (1)
2019-04-21 06:11:35 id = 2 (local); Seed = 2220; Starting new sample
2019-04-21 06:12:07 id = 3 (local); Seed = 2216; Done (1)
2019-04-21 06:12:07 id = 3 (local); Seed = 2221; Starting new sample
2019-04-21 06:12:12 id = 4 (local); Seed = 2215; Done (1)
2019-04-21 06:12:12 id = 4 (local); Seed = 2222; Starting new sample
2019-04-21 06:12:45 id = 5 (local); Seed = 2217; Done (0)
2019-04-21 06:12:45 id = 5 (local); Seed = 2223; Starting new sample
2019-04-21 06:12:52 id = 0 (local); Seed = 2218; Done (0)
2019-04-21 06:12:52 id = 0 (local); Seed = 2224; Starting new sample
2019-04-21 06:13:10 id = 2 (local); Seed = 2220; Done (0)
2019-04-21 06:13:10 id = 2 (local); Seed = 2225; Starting new sample
2019-04-21 06:13:11 id = 1 (local); Seed = 2219; Done (0)
2019-04-21 06:13:11 id = 1 (local); Seed = 2226; Starting new sample
2019-04-21 06:13:47 id = 3 (local); Seed = 2221; Done (1)
2019-04-21 06:13:47 id = 3 (local); Seed = 2227; Starting new sample
2019-04-21 06:13:51 id = 4 (local); Seed = 2222; Done (0)
2019-04-21 06:13:51 id = 4 (local); Seed = 2228; Starting new sample
2019-04-21 06:14:26 id = 0 (local); Seed = 2224; Done (0)
2019-04-21 06:14:26 id = 0 (local); Seed = 2229; Starting new sample
2019-04-21 06:14:26 id = 2 (local); Seed = 2225; Done (0)
2019-04-21 06:14:26 id = 2 (local); Seed = 2230; Starting new sample
2019-04-21 06:14:27 id = 5 (local); Seed = 2223; Done (1)
2019-04-21 06:14:27 id = 5 (local); Seed = 2231; Starting new sample
2019-04-21 06:14:40 id = 1 (local); Seed = 2226; Done (0)
2019-04-21 06:14:40 id = 1 (local); Seed = 2232; Starting new sample
2019-04-21 06:15:26 id = 3 (local); Seed = 2227; Done (1)
2019-04-21 06:15:26 id = 3 (local); Seed = 2233; Starting new sample
2019-04-21 06:15:28 id = 4 (local); Seed = 2228; Done (0)
2019-04-21 06:15:28 id = 4 (local); Seed = 2234; Starting new sample
2019-04-21 06:15:52 id = 1 (local); Seed = 2232; Done (0)
2019-04-21 06:15:52 id = 1 (local); Seed = 2235; Starting new sample
2019-04-21 06:16:01 id = 0 (local); Seed = 2229; Done (1)
2019-04-21 06:16:01 id = 0 (local); Seed = 2236; Starting new sample
2019-04-21 06:16:09 id = 2 (local); Seed = 2230; Done (0)
2019-04-21 06:16:09 id = 2 (local); Seed = 2237; Starting new sample
2019-04-21 06:16:10 id = 5 (local); Seed = 2231; Done (0)
2019-04-21 06:16:10 id = 5 (local); Seed = 2238; Starting new sample
2019-04-21 06:16:53 id = 3 (local); Seed = 2233; Done (0)
2019-04-21 06:16:53 id = 3 (local); Seed = 2239; Starting new sample
2019-04-21 06:17:11 id = 4 (local); Seed = 2234; Done (2)
2019-04-21 06:17:11 id = 4 (local); Seed = 2240; Starting new sample
2019-04-21 06:17:30 id = 0 (local); Seed = 2236; Done (0)
2019-04-21 06:17:30 id = 0 (local); Seed = 2241; Starting new sample
2019-04-21 06:17:34 id = 1 (local); Seed = 2235; Done (1)
2019-04-21 06:17:34 id = 1 (local); Seed = 2242; Starting new sample
2019-04-21 06:17:41 id = 2 (local); Seed = 2237; Done (0)
2019-04-21 06:17:41 id = 2 (local); Seed = 2243; Starting new sample
2019-04-21 06:17:49 id = 5 (local); Seed = 2238; Done (0)
2019-04-21 06:17:49 id = 5 (local); Seed = 2244; Starting new sample
2019-04-21 06:18:26 id = 4 (local); Seed = 2240; Done (0)
2019-04-21 06:18:26 id = 4 (local); Seed = 2245; Starting new sample
2019-04-21 06:18:35 id = 3 (local); Seed = 2239; Done (1)
2019-04-21 06:18:35 id = 3 (local); Seed = 2246; Starting new sample
2019-04-21 06:19:02 id = 0 (local); Seed = 2241; Done (1)
2019-04-21 06:19:02 id = 0 (local); Seed = 2247; Starting new sample
2019-04-21 06:19:16 id = 5 (local); Seed = 2244; Done (0)
2019-04-21 06:19:16 id = 5 (local); Seed = 2248; Starting new sample
2019-04-21 06:19:17 id = 1 (local); Seed = 2242; Done (1)
2019-04-21 06:19:17 id = 1 (local); Seed = 2249; Starting new sample
2019-04-21 06:19:23 id = 2 (local); Seed = 2243; Done (2)
2019-04-21 06:19:23 id = 2 (local); Seed = 2250; Starting new sample
2019-04-21 06:19:56 id = 4 (local); Seed = 2245; Done (0)
2019-04-21 06:19:56 id = 4 (local); Seed = 2251; Starting new sample
2019-04-21 06:20:17 id = 3 (local); Seed = 2246; Done (0)
2019-04-21 06:20:17 id = 3 (local); Seed = 2252; Starting new sample
2019-04-21 06:20:45 id = 0 (local); Seed = 2247; Done (1)
2019-04-21 06:20:45 id = 0 (local); Seed = 2253; Starting new sample
2019-04-21 06:20:53 id = 5 (local); Seed = 2248; Done (0)
2019-04-21 06:20:53 id = 5 (local); Seed = 2254; Starting new sample
2019-04-21 06:20:56 id = 1 (local); Seed = 2249; Done (0)
2019-04-21 06:20:56 id = 1 (local); Seed = 2255; Starting new sample
2019-04-21 06:21:05 id = 2 (local); Seed = 2250; Done (2)
2019-04-21 06:21:05 id = 2 (local); Seed = 2256; Starting new sample
2019-04-21 06:21:39 id = 4 (local); Seed = 2251; Done (0)
2019-04-21 06:21:39 id = 4 (local); Seed = 2257; Starting new sample
2019-04-21 06:21:43 id = 3 (local); Seed = 2252; Done (0)
2019-04-21 06:21:43 id = 3 (local); Seed = 2258; Starting new sample
2019-04-21 06:22:23 id = 0 (local); Seed = 2253; Done (0)
2019-04-21 06:22:23 id = 0 (local); Seed = 2259; Starting new sample
2019-04-21 06:22:29 id = 2 (local); Seed = 2256; Done (0)
2019-04-21 06:22:29 id = 2 (local); Seed = 2260; Starting new sample
2019-04-21 06:22:32 id = 5 (local); Seed = 2254; Done (0)
2019-04-21 06:22:32 id = 5 (local); Seed = 2261; Starting new sample
2019-04-21 06:22:38 id = 1 (local); Seed = 2255; Done (1)
2019-04-21 06:22:38 id = 1 (local); Seed = 2262; Starting new sample
2019-04-21 06:23:18 id = 4 (local); Seed = 2257; Done (0)
2019-04-21 06:23:18 id = 4 (local); Seed = 2263; Starting new sample
2019-04-21 06:23:18 id = 3 (local); Seed = 2258; Done (0)
2019-04-21 06:23:18 id = 3 (local); Seed = 2264; Starting new sample
2019-04-21 06:24:01 id = 2 (local); Seed = 2260; Done (0)
2019-04-21 06:24:01 id = 2 (local); Seed = 2265; Starting new sample
2019-04-21 06:24:06 id = 0 (local); Seed = 2259; Done (2)
2019-04-21 06:24:06 id = 0 (local); Seed = 2266; Starting new sample
2019-04-21 06:24:11 id = 5 (local); Seed = 2261; Done (0)
2019-04-21 06:24:11 id = 5 (local); Seed = 2267; Starting new sample
2019-04-21 06:24:20 id = 1 (local); Seed = 2262; Done (0)
2019-04-21 06:24:21 id = 1 (local); Seed = 2268; Starting new sample
2019-04-21 06:24:56 id = 3 (local); Seed = 2264; Done (0)
2019-04-21 06:24:56 id = 3 (local); Seed = 2269; Starting new sample
2019-04-21 06:25:00 id = 4 (local); Seed = 2263; Done (1)
2019-04-21 06:25:00 id = 4 (local); Seed = 2270; Starting new sample
2019-04-21 06:25:34 id = 1 (local); Seed = 2268; Done (0)
2019-04-21 06:25:34 id = 1 (local); Seed = 2271; Starting new sample
2019-04-21 06:25:37 id = 2 (local); Seed = 2265; Done (1)
2019-04-21 06:25:37 id = 2 (local); Seed = 2272; Starting new sample
2019-04-21 06:25:48 id = 0 (local); Seed = 2266; Done (0)
2019-04-21 06:25:48 id = 0 (local); Seed = 2273; Starting new sample
2019-04-21 06:25:54 id = 5 (local); Seed = 2267; Done (0)
2019-04-21 06:25:54 id = 5 (local); Seed = 2274; Starting new sample
2019-04-21 06:26:35 id = 3 (local); Seed = 2269; Done (0)
2019-04-21 06:26:35 id = 3 (local); Seed = 2275; Starting new sample
2019-04-21 06:26:42 id = 4 (local); Seed = 2270; Done (2)
2019-04-21 06:26:42 id = 4 (local); Seed = 2276; Starting new sample
2019-04-21 06:27:14 id = 2 (local); Seed = 2272; Done (1)
2019-04-21 06:27:14 id = 2 (local); Seed = 2277; Starting new sample
2019-04-21 06:27:16 id = 1 (local); Seed = 2271; Done (0)
2019-04-21 06:27:16 id = 1 (local); Seed = 2278; Starting new sample
2019-04-21 06:27:27 id = 0 (local); Seed = 2273; Done (0)
2019-04-21 06:27:27 id = 0 (local); Seed = 2279; Starting new sample
2019-04-21 06:27:36 id = 5 (local); Seed = 2274; Done (2)
2019-04-21 06:27:36 id = 5 (local); Seed = 2280; Starting new sample
2019-04-21 06:28:08 id = 4 (local); Seed = 2276; Done (0)
2019-04-21 06:28:08 id = 4 (local); Seed = 2281; Starting new sample
2019-04-21 06:28:17 id = 3 (local); Seed = 2275; Done (0)
